sample,time,optimized_price,noise,ess_offer,ess_bid,demand,thermal,renewable,charge,discharge,soc,price,objective_value,ess_surplus,ess_profit,cost_to_serve,actual_cost
28,3,-0.0,6.3815,6.3815,0.0,300.0,0.0,300.0,0.0,0.0,-0.0,-0.0,19228.62,4070.17,4228.5,26276.0,15638.0
28,4,-0.0,6.3815,6.3815,0.0,300.0,0.0,383.33,83.33,0.0,75.0,-0.0,19228.62,4070.17,4228.5,26276.0,15638.0
28,5,50.0,6.3815,56.3815,50.0,200.0,100.0,25.0,0.0,75.0,0.0,56.38,19228.62,4070.17,4228.5,26276.0,15638.0
28,6,50.0,6.3815,56.3815,40.0,100.0,100.0,0.0,0.0,0.0,-0.0,50.0,19228.62,4070.17,4228.5,26276.0,15638.0
29,1,43.1,-18.6619,24.4381,0.0,100.0,0.0,200.0,100.0,0.0,90.0,16.8,13338.06,12207.78,12820.0,26680.0,4250.0
29,2,50.0,-18.6619,31.3381,50.0,200.0,10.0,100.0,-0.0,90.0,0.0,50.0,13338.06,12207.78,12820.0,26680.0,4250.0
29,3,-0.0,-18.6619,0.0,0.0,300.0,0.0,322.22,22.22,0.0,20.0,-0.0,13338.06,12207.78,12820.0,26680.0,4250.0
29,4,-0.0,-18.6619,0.0,0.0,300.0,0.0,500.0,200.0,0.0,200.0,-0.0,13338.06,12207.78,12820.0,26680.0,4250.0
29,5,50.0,-18.6619,31.3381,50.0,200.0,0.0,25.0,-0.0,175.0,25.0,50.0,13338.06,12207.78,12820.0,26680.0,4250.0
29,6,50.0,-18.6619,31.3381,40.0,100.0,75.0,0.0,-0.0,25.0,0.0,50.0,13338.06,12207.78,12820.0,26680.0,4250.0
30,1,43.1,2.727,45.827,0.0,100.0,0.0,100.0,0.0,0.0,-0.0,-0.0,18954.52,3796.42,3954.75,25546.0,15273.0
30,2,50.0,2.727,52.727,50.0,200.0,100.0,100.0,0.0,0.0,0.0,50.0,18954.52,3796.42,3954.75,25546.0,15273.0
30,3,-0.0,2.727,2.727,0.0,300.0,0.0,300.0,0.0,0.0,-0.0,-0.0,18954.52,3796.42,3954.75,25546.0,15273.0
30,4,-0.0,2.727,2.727,0.0,300.0,0.0,383.33,83.33,0.0,75.0,-0.0,18954.52,3796.42,3954.75,25546.0,15273.0
